ID,Storm,Lat,Lon,DistancetoCoast,NumberofHouses,TotalValue_2023,Stories_sum,Stories_median,Elevation,Rainfall_Max,Rainfall_Mean,MaxWind,FloodDepth,Damage,DamageRate
880,Henri,40.53,-74.176,0.772570681,2160,2186988255,2788,2,14.40282712,19.44669673,1.582410429,9.769062269,0.161686128,9309,4.26E-06
881,Henri,40.71,-73.999,0.180339284,7,315505495.4,26,1,3.498151549,20.022847,1.896713279,29.3107846,0.079953482,NA,NA
882,Henri,40.897,-73.914,0.230753411,396,1038942418,2151,3,32.54642043,19.94004898,1.848678114,9.347617083,0.161959171,NA,NA
883,Henri,40.905,-73.908,0.503362297,225,694117085.2,483,2,53.98945106,19.93947587,1.650939589,8.837399082,0.014253868,NA,NA
884,Henri,40.816,-73.821,0.262040277,1535,854188531.2,3534,2,5.202076074,21.22695628,1.938843581,26.08327187,0.233502027,12306,1.44E-05
890,Henri,40.781,-73.949,0.442908975,3468,3020344833,116113,34,11.40411243,19.91557591,1.982024605,33.45793396,0.093029335,NA,NA
892,Henri,40.576,-73.966,0.260494496,176,216701755.3,1853,14,2.771130146,19.7890468,1.826364953,21.69995779,0.196198117,NA,NA
899,Henri,40.88,-73.907,0.687559622,173,328550406.4,920,5,7.415302873,20.4253738,1.961174568,11.41699742,0.223140331,NA,NA
902,Henri,40.695,-73.974,0.539412949,106,169506561,563,4,13.68097101,19.85417102,1.732955404,33.20957742,0.038264535,NA,NA
905,Henri,40.764,-73.864,0.22465631,309,276267467.1,725,2,13.42069914,20.46384593,1.99637606,37.88813595,0.01750873,NA,NA
906,Henri,40.624,-74.038,0.367562418,365,647987469.5,879,2,12.76697825,18.77541159,1.648159816,21.09544786,0.065500161,NA,NA
907,Henri,40.857,-73.935,0.424551897,64,200843028.1,424,8,52.23355563,20.06896448,1.988710725,13.48727042,0.029249417,NA,NA
910,Henri,40.723,-73.98,0.602980828,227,583507035.9,1040,6,4.018340075,20.022847,1.896713279,32.9974128,0.120373185,NA,NA
911,Henri,40.798,-73.972,0.348924168,815,1418793572,13888,12,21.81131458,19.6081852,2.001843561,18.47800548,0.205120013,NA,NA
914,Henri,40.622,-74.038,0.289291614,139,326003573.4,342,2,15.47780844,18.77541159,1.648159816,20.64950102,0.078163211,NA,NA
915,Henri,40.619,-74.039,0.201372311,155,284590037.5,591,3,16.36643401,18.77541159,1.648159816,20.44619976,0.055336626,NA,NA
916,Henri,40.842,-73.832,0.682284239,1039,647016805.4,2366,2,10.81227854,21.13642981,2.007751859,19.88673634,0.044491469,NA,NA
918,Henri,40.724,-73.979,0.545562512,330,1166105580,1934,6,2.849872603,20.022847,1.896713279,33.12928214,0.252652174,NA,NA
920,Henri,40.719,-74.006,0.580944801,1907,5713595074,23378,7,4.688301782,20.06291776,1.889406529,24.08871383,0.248580503,NA,NA
921,Henri,40.8,-73.935,0.522617679,233,558000018.6,1049,4,4.323582215,19.79004637,1.985417695,20.76989528,0.183478003,NA,NA
931,Henri,40.788,-73.979,0.344810429,920,2340868305,14060,13,18.34993027,19.88431841,1.985049809,19.79836667,0.172681934,NA,NA
932,Henri,40.84,-73.94,0.620477337,79,1573932126,373,5,50.61066326,19.99304773,1.988606528,15.356373,0.148054211,NA,NA
935,Henri,40.852,-73.934,0.703249069,530,634849663.5,3076,6,50.15586789,19.99304773,1.988606528,14.36925682,0.081062593,NA,NA
936,Henri,40.868,-73.925,0.693014851,121,380448341.7,553,5,12.69858944,20.14488124,1.988814922,12.46395568,0.079895409,NA,NA
937,Henri,40.807,-73.921,0.5386049,165,259575371.8,543,3,9.426914527,19.79004637,1.985417695,21.31301786,0.42318928,NA,NA
938,Henri,40.81,-73.921,0.818720109,386,396834377,1191,3,7.527021813,19.79004637,1.985417695,20.36698154,0.614014529,NA,NA
940,Henri,40.73,-74.01,0.099797709,636,1941862734,5701,10,3.35708872,20.10298853,1.882099779,21.72667786,0.166657503,NA,NA
942,Henri,40.805,-73.916,0.594949748,48,86851539.3,128,1.5,11.88217289,19.79004637,1.985417695,22.31583993,0.066063745,NA,NA
946,Henri,40.79,-73.978,0.342927889,698,2942989578,7371,12,21.21876349,19.88431841,1.985049809,19.38591039,0.170437324,NA,NA
955,Henri,40.803,-73.968,0.35759716,631,1260610862,6968,12,24.89460763,19.62218041,1.996187281,17.94584633,0.207554566,NA,NA
956,Henri,40.806,-73.967,0.351962978,400,1197942134,4279,11,27.24754319,19.62218041,1.996187281,17.72967285,0.17399618,NA,NA
960,Henri,40.58,-73.956,0.314272625,523,558760036.6,1907,2,2.621585378,19.7890468,1.826364953,22.72936508,0.19553528,118525,0.000212121
961,Henri,40.581,-73.95,0.153111112,331,535836758.1,968,2,2.049993109,19.7890468,1.826364953,23.34024826,0.182569286,NA,NA
967,Henri,40.711,-73.966,0.29691826,837,672372741.3,4811,6,10.81399927,20.07194612,1.909261105,34.11756273,0.09815225,NA,NA
973,Henri,40.755,-73.755,0.830083292,1015,1771157983,1705,2,25.72440141,22.00481432,1.995012515,36.673031,0.130233877,NA,NA
974,Henri,40.726,-74.007,0.348274679,1143,5800095451,24084,12,4.176114058,20.06291776,1.889406529,22.21217555,0.174818029,NA,NA
976,Henri,40.572,-73.996,0.209862399,44,170265789.3,118,2,2.288783823,19.65885916,1.791697537,19.6826726,0.203248366,NA,NA
977,Henri,40.617,-74.036,0.413704734,468,486650021.9,1966,3,18.34493422,18.87096445,1.661210835,20.46546398,0.055416446,NA,NA
978,Henri,40.635,-73.883,0.277217897,6,208765964,14,1,3.826953273,19.84663042,1.7770155,36.68869075,0.10209935,NA,NA
984,Henri,40.648,-74.016,0.543378032,281,238317005.6,543,2,11.15451961,19.33157891,1.737620124,25.35304648,0.020772305,NA,NA
988,Henri,40.861,-73.909,0.423275619,153,279606239.9,548,3,43.97171576,20.4253738,1.961174568,14.10163005,0.034844572,NA,NA
989,Henri,40.628,-73.893,0.292791575,293,413301802.6,693,2,3.220723673,19.84663042,1.7770155,34.63610408,0.124280531,NA,NA
990,Henri,40.857,-73.913,0.401611223,5,267250720.6,20,4,46.44992155,20.18776759,1.979532006,14.428835,0.031528033,NA,NA
992,Henri,40.761,-73.938,0.666938668,67,137752583.1,126,2,4.453066158,20.22296191,1.976652263,28.40180239,0.14849864,NA,NA
993,Henri,40.76,-73.941,0.455739776,302,376664768,572,2,4.272621797,20.12481023,1.975881115,29.86265518,0.187426557,NA,NA
1000,Henri,40.73,-74.004,0.595174359,568,2954482562,2847,5,5.073574483,20.06291776,1.889406529,24.02489889,0.364922328,NA,NA
1001,Henri,40.734,-74.004,0.56314132,745,3663141624,4802,5,7.018736748,20.13295708,1.924779304,23.25592204,0.180080199,NA,NA
1002,Henri,40.756,-73.858,0.540934335,578,605915889.8,1559,3,12.65729301,20.64201286,1.941014467,38.9270785,0.05809633,NA,NA
1003,Henri,40.752,-73.854,0.856201591,421,396463143.5,1179,3,9.965335647,20.64201286,1.941014467,39.16055134,0.102677289,NA,NA
1008,Henri,40.727,-73.977,0.43725044,437,1037078330,3267,6,2.667753489,20.022847,1.896713279,33.34373455,0.179494044,NA,NA
1009,Henri,40.58,-73.964,0.728571891,639,310350230.8,2498,4,2.309460441,19.7890468,1.826364953,22.1414965,0.34894457,NA,NA
1013,Henri,40.826,-73.892,0.616282408,165,185685512,414,2,18.74486632,20.25252097,1.872950154,19.41001998,0.091751766,NA,NA
1014,Henri,40.823,-73.89,0.379290284,238,256218224.3,736,3,16.52761985,20.25252097,1.872950154,19.75783819,0.093201416,NA,NA
1015,Henri,40.826,-73.888,0.256852047,45,53170709.4,118,2,15.47862146,20.33695101,1.768252905,19.51508542,0.028105014,NA,NA
1021,Henri,40.707,-73.923,0.827955869,226,249260116,482,2,8.475627458,20.00739081,1.883312614,37.54054754,0.100711242,NA,NA
1022,Henri,40.707,-73.929,0.263713527,329,408795187.4,568,1,6.049864297,20.00739081,1.883312614,36.87596151,0.315307486,NA,NA
1023,Henri,40.704,-73.927,0.618722195,432,387029854.7,1221,3,10.32779131,20.00739081,1.883312614,36.92184715,0.151823473,NA,NA
1024,Henri,40.603,-73.763,0.688070385,1159,793960895.4,2331,2,4.840372325,21.28578892,1.993652503,40.13792729,0.079849309,NA,NA
1026,Henri,40.85,-73.94,0.416329172,88,426325389.8,439,6,53.8972057,19.81439924,2.000054247,14.14738782,0.129751634,NA,NA
1032,Henri,40.591,-74.162,0.315300574,918,599831332.4,1892,2,11.54097543,14.33617373,0.701099418,11.21398185,0.048336609,NA,NA
1048,Henri,40.613,-74.031,0.603554376,510,453988988.2,1424,3,14.18257205,19.07562195,1.690891662,20.46909544,0.122592002,NA,NA
1051,Henri,40.849,-73.782,1.327262553,1734,1121885439,3106,2,5.004807916,21.78008274,2.070404291,19.79526351,0.376145948,NA,NA
1055,Henri,40.627,-73.915,0.28879778,764,721617742.2,1435,2,3.864119059,19.66253814,1.689020891,32.14444118,0.387783389,NA,NA
1056,Henri,40.577,-73.988,0.255498955,519,489070064.2,1189,2,2.042729363,19.65885916,1.791697537,20.36008974,0.314747603,NA,NA
1061,Henri,40.779,-73.907,0.426398316,433,563333864.5,1061,2,11.8722397,20.06632022,1.980067946,32.81968451,0.019389481,NA,NA
1070,Henri,40.759,-73.965,0.532368741,856,5070285684,22698,24,14.94212923,20.24218732,1.970322356,27.58768518,0.129689594,NA,NA
1071,Henri,40.836,-73.939,0.333837905,146,323989714.8,570,3.5,48.77730295,19.99304773,1.988606528,16.03016419,0.174891267,NA,NA
1075,Henri,40.667,-73.865,0.75843806,4,103470220.7,32,8,4.154171203,20.0078313,1.84732188,41.48822316,0.29726213,NA,NA
1076,Henri,40.843,-73.92,0.729896532,146,187818963.5,390,2,31.03291143,19.99304773,1.988606528,16.58424158,0.040781666,NA,NA
1078,Henri,40.657,-73.884,0.506075533,6,163677192.3,56,8,4.060404993,19.9422203,1.83447999,38.64016519,0.36927955,NA,NA
